Room type,Name,Descriptions,Rating,Price
Entire serviced apartment in Kuala Lumpur,Monyhly Package / Ceylonz Suites,"2 guests, 1 bedroom, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",,$11 per night
Entire serviced apartment in Kuala Lumpur,Professional Suite★Sanitised ★ Wifi Netflix Ready,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.67,$19 per night
Entire loft in Kuala Lumpur,KS01 -Truly Bright & Stylist Room in Bukit Bintang,"3 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Self check-in",4.45,$10 per night
Entire rental unit in Kuala Lumpur,Sipping Afternoon Tea in the Relaxing Touches,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.80,$21 per night
Entire serviced apartment in Kuala Lumpur,"Roomy' cozy suite k5 @one bukit ceylon, pavillion","4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.71,$24 per night
Entire condominium (condo) in Kuala Lumpur,Cozy Studio [Netflix] near KLCC and Subway,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.80,$26 per night
Entire rental unit in Kuala Lumpur,Business suites with high speed internet,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.71,$35 per night
Entire serviced apartment in Kuala Lumpur,Robertson Suite Bukit Bintang,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.81,$18 per night
Entire serviced apartment in Kuala Lumpur,"Roomy' cozy suite k8 @one bukit ceylon, pavillion","3 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.74,$23 per night
Entire rental unit in Kuala Lumpur,Bold Modernism with Simplicity Lifestyle,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",5.0,$25 per night
Entire rental unit in Kuala Lumpur,#53F>InfinityPool.LuxSuite#KLCCVIEW#1MinWalkKLCC,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.84,$34 per night
Entire rental unit in Kuala Lumpur,"#28 Swiss Garden 1R1B,BALCONY Bukit Bintang S2503A","4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$26 per night
Entire condominium (condo) in Kuala Lumpur,W9 The Robertson 1B1R Bukit Bintang  KL (Balcony),"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.75,$31 per night
Entire rental unit in Kuala Lumpur,Fraser Residence KL - Studio 3,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$38 per night
Entire rental unit in Kuala Lumpur,Beautiful 1BR I Staycation I KLCC I WIFI I LRT,"3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.72,$42 per night
Entire rental unit in Kuala Lumpur,"Comfort, Modern Design Studio/KLCC Infinity Pool","2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.91,$14 per night
Entire rental unit in Kuala Lumpur,W3 The Robertson 1R1B Bukit Bintang KL High Floor,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.92,$27 per night
Entire rental unit in Kuala Lumpur,"CozyHome #6, [Netflix], 1 Bedroom, 350m to KLCC","6 guests, 1 bedroom, 3 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.70,$17 per night
Entire condominium (condo) in Kuala Lumpur,Brand New Modern 1BR Designer Suite KL City Center,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.69,$32 per night
Entire serviced apartment in Kuala Lumpur,Ceylonz★Bukit Bintang★Changkat ★KLCC View★ Netflix,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning",4.68,$29 per night
,,,,
